game_id,start_at,completed_at,n_letters,first_guess,sort_on,model_params,word,turns
765baf2087d5de,21:06.8,21:07.2,5,aires,model_rank,model_params,brown,4
77018babbdcff7,21:09.3,21:09.8,5,aires,model_rank,model_params,félix,5
784b1ac23805b8,21:11.9,21:12.2,5,aires,model_rank,model_params,nails,2
79b96a15e2ac39,21:14.3,21:14.7,5,aires,model_rank,model_params,sling,4
80cdbcd2129dcb,21:16.8,21:17.4,5,aires,model_rank,model_params,ohhhh,4
811e9d5f5e5e26,21:19.4,21:20.0,5,aires,model_rank,model_params,thump,5
829515d08d56ae,21:22.0,21:22.7,5,aires,model_rank,model_params,muzak,4
8360557b8e69e0,21:24.7,21:25.2,5,aires,model_rank,model_params,lagos,4
84205a591c33b8,21:27.2,21:27.7,5,aires,model_rank,model_params,labia,5
8505ed8725e702,21:29.8,21:30.5,5,aires,model_rank,model_params,chaka,4
8607bcd526af71,21:32.6,21:33.0,5,aires,model_rank,model_params,lindo,5
87cc1a09be70d6,21:35.1,21:35.5,5,aires,model_rank,model_params,feige,4
88228ea6200cf8,21:37.6,21:38.2,5,aires,model_rank,model_params,ellyn,4
89ccb731892f2f,21:40.2,21:40.8,5,aires,model_rank,model_params,conte,4
9065ae2cfd148c,21:42.9,21:43.6,5,aires,model_rank,model_params,clamp,4
919af04bdab309,21:45.7,21:46.2,5,aires,model_rank,model_params,lemma,5
9292719303edbc,21:48.2,21:48.6,5,aires,model_rank,model_params,jitsu,4
93dc43465438a3,21:50.6,21:51.0,5,aires,model_rank,model_params,drove,5
947986bc970b7f,21:53.0,21:53.4,5,aires,model_rank,model_params,rafiq,6
95d8f0f6fafc93,21:55.5,21:55.9,5,aires,model_rank,model_params,hawks,4
96723aba4c2ddd,21:58.0,21:58.3,5,aires,model_rank,model_params,moria,3
97b6c7b7042f72,22:00.5,22:00.9,5,aires,model_rank,model_params,audit,5
982a3c1f741aee,22:03.0,22:03.4,5,aires,model_rank,model_params,fable,4
996db205467048,22:05.6,22:06.7,5,aires,model_rank,model_params,scent,4
0b933dd99d566,22:08.9,22:09.4,5,aries,model_rank,model_params,vedic,4
19f1d00d0c776,22:11.5,22:11.9,5,aries,model_rank,model_params,minds,4
25a54396b7985,22:14.0,22:14.5,5,aries,model_rank,model_params,plaid,4
3a3e4e22e2fa6,22:16.5,22:17.2,5,aries,model_rank,model_params,judah,3
43f3bcb8b6042,22:19.3,22:19.6,5,aries,model_rank,model_params,tears,3
55613a7716903,22:21.7,22:22.1,5,aries,model_rank,model_params,waken,3
6cfd1be8b3faf,22:24.1,22:24.6,5,aries,model_rank,model_params,nance,5
7.99E+20,22:26.6,22:27.0,5,aries,model_rank,model_params,leaky,5
8c9a55f290c6a,22:29.1,22:29.6,5,aries,model_rank,model_params,solas,6
96b4ce235b126,22:31.6,22:32.1,5,aries,model_rank,model_params,dweeb,6
1050e62ac64a51,22:34.1,22:34.5,5,aries,model_rank,model_params,diary,3
1189b4e480aef5,22:36.5,22:37.0,5,aries,model_rank,model_params,eamon,5
1244ce72b5784c,22:39.1,22:39.5,5,aries,model_rank,model_params,prego,5
13cb8ee408db43,22:41.5,22:42.0,5,aries,model_rank,model_params,ennui,5
14d6249082c8fb,22:44.0,22:44.4,5,aries,model_rank,model_params,deals,4
1550d7a2f45d29,22:46.4,22:46.8,5,aries,model_rank,model_params,hyder,5
164774d50a930a,22:48.9,22:49.3,5,aries,model_rank,model_params,troll,5
1725ae1ab53990,22:51.3,22:51.7,5,aries,model_rank,model_params,perón,5
18884ea5fa7382,22:53.7,22:54.1,5,aries,model_rank,model_params,sebum,5
19f514c8165520,22:56.1,22:56.6,5,aries,model_rank,model_params,sodas,5
2031e0fa46c124,22:58.6,22:59.0,5,aries,model_rank,model_params,cairo,3
21db98932487a1,23:01.2,23:01.5,5,aries,model_rank,model_params,shrew,4
221d6c744c63b5,23:03.6,23:04.0,5,aries,model_rank,model_params,coord,4
23496594cf1569,23:06.1,23:06.6,5,aries,model_rank,model_params,kmart,5
24d4ba79a02a70,23:08.7,23:09.1,5,aries,model_rank,model_params,algal,5
25d95f855fc543,23:11.2,23:11.7,5,aries,model_rank,model_params,flail,3
26ea9ba6a87c03,23:13.7,23:14.4,5,aries,model_rank,model_params,balmy,5
2731e97aca46b0,23:16.5,23:17.1,5,aries,model_rank,model_params,chand,4
287981e8f21182,23:19.1,23:19.5,5,aries,model_rank,model_params,signs,3
290d1fd36ebdca,23:21.6,23:22.1,5,aries,model_rank,model_params,kilda,5
30f8586dae0c85,23:24.1,23:24.5,5,aries,model_rank,model_params,shunt,3
318ca3f9219fca,23:26.5,23:26.9,5,aries,model_rank,model_params,daigo,4
322790073186c7,23:29.0,23:29.5,5,aries,model_rank,model_params,engle,4
33bc99ec267412,23:31.6,23:31.9,5,aries,model_rank,model_params,break,3
34ab986998a11e,23:34.0,23:34.5,5,aries,model_rank,model_params,hopin,4
352546667b3264,23:36.5,23:37.0,5,aries,model_rank,model_params,sappy,10
36d62b9a6213c8,23:39.1,23:39.5,5,aries,model_rank,model_params,ports,6
378cd1bb4722ca,23:41.6,23:42.0,5,aries,model_rank,model_params,ching,3
38d1dbe9e2ae36,23:44.1,23:44.5,5,aries,model_rank,model_params,arnab,5
392bb6147d45a4,23:46.5,23:46.9,5,aries,model_rank,model_params,baste,8
40909ae06f0117,23:48.9,23:49.3,5,aries,model_rank,model_params,kerch,5
411e0a627bdfd2,23:51.4,23:51.8,5,aries,model_rank,model_params,annul,4
42ef5ff9c5cad0,23:53.8,23:54.2,5,aries,model_rank,model_params,amigo,3
4300b75ac0ea8b,23:56.2,23:56.6,5,aries,model_rank,model_params,grice,5
444c919cdd5ed6,23:58.6,23:59.2,5,aries,model_rank,model_params,bongs,6
45faa65e65ab31,24:02.6,24:03.1,5,aries,model_rank,model_params,noosa,4
4624d82c7b6885,24:05.3,24:05.7,5,aries,model_rank,model_params,waded,7
47d711431f9ded,24:07.8,24:08.4,5,aries,model_rank,model_params,cobol,4
48fe92904e8895,24:10.4,24:10.9,5,aries,model_rank,model_params,dopey,5
498e9c70f6e719,24:13.0,24:13.7,5,aries,model_rank,model_params,joppa,6
509999d822a5ee,24:15.7,24:16.1,5,aries,model_rank,model_params,abate,5
519547dd37c343,24:18.1,24:18.5,5,aries,model_rank,model_params,hager,7
52071fbed58f5b,24:20.6,24:21.3,5,aries,model_rank,model_params,kamal,5
538bdd5191dbff,24:23.3,24:23.7,5,aries,model_rank,model_params,grasp,3
544d8cfb9a646f,24:25.7,24:26.0,5,aries,model_rank,model_params,curie,5
553578e1893df6,24:28.1,24:28.5,5,aries,model_rank,model_params,sexes,7
5646c2f60b5cc5,24:30.6,24:31.0,5,aries,model_rank,model_params,halas,6
579e8f9cbaa442,24:33.2,24:33.5,5,aries,model_rank,model_params,hoist,5
5831ed30fc0f5e,24:35.5,24:36.0,5,aries,model_rank,model_params,sooty,4
59177c85e842de,24:38.2,24:38.6,5,aries,model_rank,model_params,steen,5
606eed52359a87,24:40.7,24:41.1,5,aries,model_rank,model_params,promo,5
614142ce76ec87,24:43.3,24:43.7,5,aries,model_rank,model_params,shawn,3
627626ae7bae2b,24:45.7,24:46.2,5,aries,model_rank,model_params,downs,6
63a0ca8d82fac7,24:48.2,24:48.7,5,aries,model_rank,model_params,wayne,4
644c020eadfbbe,24:50.7,24:51.1,5,aries,model_rank,model_params,kelso,4
6558659644adfc,24:53.2,24:53.7,5,aries,model_rank,model_params,forma,5
664afa4008f2b2,24:55.7,24:56.2,5,aries,model_rank,model_params,gilda,7
678d42ad240875,24:58.3,24:58.6,5,aries,model_rank,model_params,crest,3
68c71a3c20f44d,25:00.9,25:01.3,5,aries,model_rank,model_params,troon,4
695cc94260049c,25:03.4,25:03.8,5,aries,model_rank,model_params,binet,5
70c2c7b7812a39,25:05.8,25:06.3,5,aries,model_rank,model_params,homos,7
7.1293E+13,25:08.4,25:08.8,5,aries,model_rank,model_params,walsh,4
726712ba6bec8d,25:10.9,25:11.4,5,aries,model_rank,model_params,stoop,6
73ea08bc025297,25:13.5,25:13.8,5,aries,model_rank,model_params,akins,6
74422ec368fa2f,25:15.8,25:16.2,5,aries,model_rank,model_params,isang,4
7503bbfe84694f,25:18.3,25:19.0,5,aries,model_rank,model_params,balan,7
76b1fd0dafa6eb,25:21.0,25:21.4,5,aries,model_rank,model_params,arnot,5
772f811c92a41c,25:23.5,25:23.9,5,aries,model_rank,model_params,merge,5
78f19fe7943abe,25:25.9,25:26.3,5,aries,model_rank,model_params,cline,5
7913f1ab33178b,25:28.3,25:28.7,5,aries,model_rank,model_params,ashok,3
809563c9130a20,25:30.8,25:31.1,5,aries,model_rank,model_params,lined,4
81e99d277dff1a,25:33.2,25:33.6,5,aries,model_rank,model_params,auxin,6
82803a274723b1,25:35.6,25:36.1,5,aries,model_rank,model_params,glass,4
836f48ab777951,25:38.1,25:38.5,5,aries,model_rank,model_params,pervs,4
84e3d8c6d804e7,25:40.5,25:41.1,5,aries,model_rank,model_params,byway,5
8522e377ed2911,25:43.2,25:43.7,5,aries,model_rank,model_params,garth,3
862c7620e4a04c,25:45.7,25:46.2,5,aries,model_rank,model_params,haver,10
87ff87b3149a3c,25:48.3,25:48.6,5,aries,model_rank,model_params,birks,4
88e908d3267416,25:50.6,25:51.1,5,aries,model_rank,model_params,ilana,5
891f10400a0897,25:53.1,25:53.6,5,aries,model_rank,model_params,stupa,4
90c5a459811f5f,25:55.7,25:56.1,5,aries,model_rank,model_params,gilad,5
91d78815477752,25:58.2,25:58.6,5,aries,model_rank,model_params,gleam,5
9284f137ced355,26:01.0,26:02.6,5,aries,model_rank,model_params,cerro,5
9355d621e4d24a,26:05.2,26:05.6,5,aries,model_rank,model_params,afrin,4
946fd6c4c08ced,26:07.8,26:08.1,5,aries,model_rank,model_params,acids,2
95ccd0472eae1e,26:10.2,26:10.8,5,aries,model_rank,model_params,image,3
96bac438192dff,26:13.5,26:14.0,5,aries,model_rank,model_params,board,3
97c3f52f94bdf0,26:16.1,26:16.8,5,aries,model_rank,model_params,talal,5
98ca3357300972,26:18.8,26:19.1,5,aries,model_rank,model_params,brits,3
99c555ad9b84cd,26:21.2,26:21.5,5,aries,model_rank,model_params,resin,2
065cafb6d75ca,26:23.7,26:24.2,5,arose,model_rank,model_params,flint,3
165145661e737,26:26.4,26:26.9,5,arose,model_rank,model_params,bihar,4
29074f1132966,26:29.0,26:29.3,5,arose,model_rank,model_params,tessa,3
352b7df0ee5a7,26:31.4,26:31.9,5,arose,model_rank,model_params,janus,7
457af3a608cfa,26:34.0,26:34.5,5,arose,model_rank,model_params,corry,8
5a191dfc45b07,26:36.5,26:37.3,5,arose,model_rank,model_params,dayna,4
62ba5178c3f0d,26:39.3,26:40.1,5,arose,model_rank,model_params,vanda,10
7c7970659444d,26:42.2,26:42.5,5,arose,model_rank,model_params,noire,5
8dbdb1487be31,26:44.6,26:45.2,5,arose,model_rank,model_params,ghani,5
9af3a854c587d,26:47.3,26:47.7,5,arose,model_rank,model_params,biome,5
106c138e31a920,26:49.8,26:50.3,5,arose,model_rank,model_params,vamps,6
11834f23c7f24f,26:52.4,26:52.8,5,arose,model_rank,model_params,garde,3
12f8df14e284c1,26:54.8,26:55.5,5,arose,model_rank,model_params,chuan,3
139af327765632,26:57.6,26:58.3,5,arose,model_rank,model_params,cathy,4
14badd7ba9181b,27:00.5,27:00.9,5,arose,model_rank,model_params,poops,8
1576122c5b3b63,27:03.0,27:03.5,5,arose,model_rank,model_params,cheat,3
168da32e9ec6eb,27:05.5,27:06.0,5,arose,model_rank,model_params,sunda,4
173c6c0db979e8,27:08.1,27:08.5,5,arose,model_rank,model_params,oiler,4
182950d1bb3207,27:10.6,27:10.9,5,arose,model_rank,model_params,visor,3
19bf7fac033065,27:13.0,27:13.4,5,arose,model_rank,model_params,reset,4
20fb4fe9f2f927,27:15.4,27:15.8,5,arose,model_rank,model_params,shear,6
214dba68c84ad9,27:17.9,27:18.3,5,arose,model_rank,model_params,trios,2
22c0ecd4f8e762,27:20.4,27:20.7,5,arose,model_rank,model_params,slade,6
23a45f0b233eb9,27:22.8,27:23.3,5,arose,model_rank,model_params,ellie,5
24d130681c5055,27:25.3,27:25.7,5,arose,model_rank,model_params,mayne,4
25358c3e260bd3,27:27.8,27:28.2,5,arose,model_rank,model_params,forks,4
2694891faa3271,27:30.2,27:30.6,5,arose,model_rank,model_params,girly,3
27221cba31669a,27:32.7,27:33.1,5,arose,model_rank,model_params,chios,3
288cdcd072a804,27:35.2,27:35.5,5,arose,model_rank,model_params,adorn,3
290c987ccb6a1a,27:37.6,27:38.0,5,arose,model_rank,model_params,igcse,5
30c6841a0d13db,27:40.1,27:40.6,5,arose,model_rank,model_params,comin,4
31124674de09ff,27:42.7,27:43.0,5,arose,model_rank,model_params,koopa,5
32cc0b8730ffe0,27:45.1,27:45.6,5,arose,model_rank,model_params,clays,4
33fba262b3238e,27:47.7,27:48.1,5,arose,model_rank,model_params,renta,5
34ee5e6a77dcda,27:50.2,27:50.7,5,arose,model_rank,model_params,sinus,5
3594714ae11fef,27:52.8,27:53.2,5,arose,model_rank,model_params,turvy,4
360634698c8e71,27:55.2,27:55.6,5,arose,model_rank,model_params,beery,6
3774c30f75a1f8,27:57.7,27:58.0,5,arose,model_rank,model_params,credo,3
38800a93e6155c,28:00.1,28:00.9,5,arose,model_rank,model_params,tandy,5
394511e9152256,28:03.4,28:04.1,5,arose,model_rank,model_params,sagas,6
408fc987683ca8,28:06.3,28:06.8,5,arose,model_rank,model_params,sucks,3
41f0833c1d22c0,28:08.9,28:09.4,5,arose,model_rank,model_params,audit,4
42ef744bb96a7f,28:11.5,28:11.9,5,arose,model_rank,model_params,chile,3
43564b06ab4b49,28:14.0,28:14.4,5,arose,model_rank,model_params,molde,4
440304f54f5c99,28:16.5,28:16.9,5,arose,model_rank,model_params,lemar,4
4599678131b569,28:19.0,28:19.5,5,arose,model_rank,model_params,sykes,5
46284933fa94e9,28:21.6,28:22.0,5,arose,model_rank,model_params,woody,3
47adcd5a45e567,28:24.1,28:24.6,5,arose,model_rank,model_params,lulls,11
48cdef5610e625,28:26.7,28:27.2,5,arose,model_rank,model_params,kadir,6
49d14c488f9596,28:29.3,28:29.7,5,arose,model_rank,model_params,louie,5
5051029d44f00d,28:31.8,28:32.2,5,arose,model_rank,model_params,scott,4
51bbb6f007f0e1,28:34.2,28:34.7,5,arose,model_rank,model_params,pedal,4
52726a073f0f0a,28:36.8,28:37.3,5,arose,model_rank,model_params,fined,5
53c653e9bdf9b9,28:39.5,28:40.0,5,arose,model_rank,model_params,comin,4
54d771a12fccbc,28:42.1,28:42.5,5,arose,model_rank,model_params,seung,4
550605b35019db,28:44.6,28:45.0,5,arose,model_rank,model_params,faust,4
56348c29c68bb8,28:47.1,28:48.0,5,arose,model_rank,model_params,lanai,4
57b915306dbc74,28:50.1,28:50.8,5,arose,model_rank,model_params,kalil,6
5843bd1a36deb0,28:52.9,28:53.6,5,arose,model_rank,model_params,kamau,5
5956915884b98b,28:55.6,28:56.0,5,arose,model_rank,model_params,baler,4
6055fc3624bc4b,28:58.1,28:58.6,5,arose,model_rank,model_params,henke,4
61e160eb0838b1,29:00.7,29:01.2,5,arose,model_rank,model_params,local,4
62dc2563bb4dfb,29:03.3,29:03.8,5,arose,model_rank,model_params,kevin,3
63d4fb7886ddd0,29:05.9,29:06.4,5,arose,model_rank,model_params,dusty,3
64f2735074b611,29:08.4,29:08.9,5,arose,model_rank,model_params,yells,9
65ca6ad03500e8,29:11.0,29:11.7,5,arose,model_rank,model_params,pacha,4
661f7883be97bc,29:13.8,29:14.3,5,arose,model_rank,model_params,tegel,6
67ebf833cb48b1,29:16.3,29:16.7,5,arose,model_rank,model_params,thoma,5
680dcf8436c9c8,29:18.7,29:19.2,5,arose,model_rank,model_params,decaf,5
6963dfc745bdaf,29:21.3,29:21.6,5,arose,model_rank,model_params,econo,3
7065289ffffb47,29:23.6,29:24.0,5,arose,model_rank,model_params,truce,4
716c19409f5409,29:25.9,29:26.4,5,arose,model_rank,model_params,novak,5
7249b500d47d8d,29:28.5,29:29.2,5,arose,model_rank,model_params,panda,5
730376a52b97db,29:31.3,29:31.7,5,arose,model_rank,model_params,stare,5
7414fdeb20fc17,29:33.7,29:34.1,5,arose,model_rank,model_params,bears,4
75a40b3f266aa4,29:36.1,29:36.5,5,arose,model_rank,model_params,pages,6
76a64f21ae0ec2,29:38.5,29:38.9,5,arose,model_rank,model_params,pokes,7
77b980a1c3066a,29:41.0,29:41.5,5,arose,model_rank,model_params,tisha,5
7860ae685c372b,29:43.5,29:44.0,5,arose,model_rank,model_params,yucky,7
795bad03a3e569,29:46.0,29:46.4,5,arose,model_rank,model_params,probs,4
803b6fc61e23ac,29:48.4,29:48.8,5,arose,model_rank,model_params,lazer,6
81df2118bb9c94,29:50.7,29:51.2,5,arose,model_rank,model_params,izmir,5
822e12a200a786,29:53.2,29:53.6,5,arose,model_rank,model_params,aroma,2
83afe9e5421f14,29:55.6,29:56.1,5,arose,model_rank,model_params,calls,3
84b1047a3bd81a,29:58.1,29:58.4,5,arose,model_rank,model_params,knows,3
852c52ad5e8d19,30:01.2,30:02.4,5,arose,model_rank,model_params,roque,5
8610c4d4bfda70,30:05.2,30:05.9,5,arose,model_rank,model_params,aswan,4
87aa772d984a7a,30:08.0,30:08.4,5,arose,model_rank,model_params,amani,4
88825895406edf,30:10.7,30:11.1,5,arose,model_rank,model_params,lotsa,3
8902d728489a7f,30:13.2,30:13.8,5,arose,model_rank,model_params,ilium,4
909915aa726c95,30:16.0,30:16.7,5,arose,model_rank,model_params,hahah,6
91f89ec9e97716,30:18.8,30:19.2,5,arose,model_rank,model_params,corgi,5
920bea777d3f58,30:21.4,30:21.8,5,arose,model_rank,model_params,terre,4
933437872922fe,30:23.9,30:24.6,5,arose,model_rank,model_params,chula,4
945d1dfa6bfa39,30:26.6,30:27.0,5,arose,model_rank,model_params,micro,4
9519128499fb8b,30:29.0,30:29.5,5,arose,model_rank,model_params,karla,5
96ce04d26106d4,30:31.6,30:32.3,5,arose,model_rank,model_params,lagan,7
97d25da2cd1e58,30:34.4,30:35.1,5,arose,model_rank,model_params,guava,4
98d1a0eefcf3c1,30:37.3,30:37.9,5,arose,model_rank,model_params,gecko,4
99ee4d1bfb4235,30:39.9,30:40.4,5,arose,model_rank,model_params,bezel,4
013af4cfffac5,30:42.6,30:43.1,5,tears,model_rank,model_params,lysis,5
13fa7157a5d0f,30:45.2,30:45.6,5,tears,model_rank,model_params,accra,5
200399045c3f7,30:47.7,30:48.2,5,tears,model_rank,model_params,hacer,9
3899f24475648,30:50.2,30:50.7,5,tears,model_rank,model_params,snows,4
40baa9d6580f9,30:52.8,30:53.4,5,tears,model_rank,model_params,effin,5
596c23266ad1b,30:55.5,30:55.8,5,tears,model_rank,model_params,thanx,5
61e03d4098972,30:57.9,30:58.4,5,tears,model_rank,model_params,giggs,6
72df86fddd5df,31:00.6,31:01.0,5,tears,model_rank,model_params,agree,3
8e5bd2e836682,31:03.1,31:03.8,5,tears,model_rank,model_params,moldy,4
91253f5de9921,31:05.9,31:06.3,5,tears,model_rank,model_params,ponte,6
100c270565f6bf,31:08.4,31:08.8,5,tears,model_rank,model_params,tench,4
11962c63d92268,31:10.8,31:11.3,5,tears,model_rank,model_params,menlo,4
12249bab974368,31:13.4,31:14.1,5,tears,model_rank,model_params,pinky,5
13ea1dd66ce1bd,31:16.2,31:16.7,5,tears,model_rank,model_params,subsp,4
148b8672e5634e,31:18.8,31:19.2,5,tears,model_rank,model_params,tisha,4
15db9a66e1398a,31:21.2,31:22.0,5,tears,model_rank,model_params,jamia,6
1665019af00134,31:24.1,31:24.5,5,tears,model_rank,model_params,trunk,6
17def543b0f604,31:26.5,31:27.2,5,tears,model_rank,model_params,adina,4
18b196a29fd717,31:29.3,31:29.8,5,tears,model_rank,model_params,andie,6
19ed205933ec39,31:31.9,31:32.2,5,tears,model_rank,model_params,marry,4
203c903d9b56fc,31:34.3,31:34.8,5,tears,model_rank,model_params,alley,3
21b80a0ddac49b,31:36.9,31:37.3,5,tears,model_rank,model_params,cabot,3
22551f95127af5,31:39.4,31:39.8,5,tears,model_rank,model_params,utica,4
23857d93f3ad51,31:41.9,31:42.3,5,tears,model_rank,model_params,izmir,5
2485f7a7cf8629,31:44.4,31:44.8,5,tears,model_rank,model_params,museo,5
25663781896f2e,31:46.9,31:47.6,5,tears,model_rank,model_params,maiko,5
26a3b8103c74f9,31:49.7,31:50.3,5,tears,model_rank,model_params,choux,5
27adb1d212c5a5,31:52.4,31:52.8,5,tears,model_rank,model_params,ruble,4
288254c842a66e,31:55.0,31:55.4,5,tears,model_rank,model_params,medes,6
299f022fed3a55,31:57.5,31:57.9,5,tears,model_rank,model_params,jared,4
305b6159d713d8,32:00.2,32:02.1,5,tears,model_rank,model_params,bully,4
31bf506c1976c3,32:04.8,32:05.5,5,tears,model_rank,model_params,dilip,4
32d43da651c137,32:07.7,32:08.2,5,tears,model_rank,model_params,pirie,4
33ff9e04038280,32:10.3,32:10.7,5,tears,model_rank,model_params,mages,3
34a012ad3020df,32:13.0,32:13.4,5,tears,model_rank,model_params,haver,9
35de5029b30718,32:15.5,32:16.1,5,tears,model_rank,model_params,faraj,4
3681344e1ac4e3,32:18.2,32:18.8,5,tears,model_rank,model_params,bipod,4
3708f2b18607e0,32:20.9,32:21.3,5,tears,model_rank,model_params,ratty,3
3853e19188f2d5,32:23.3,32:23.7,5,tears,model_rank,model_params,ofthe,3
39684593605ebf,32:25.8,32:26.2,5,tears,model_rank,model_params,wipro,4
40c65af260e557,32:28.3,32:28.7,5,tears,model_rank,model_params,bosco,4
412162e5c8c5c1,32:30.8,32:31.5,5,tears,model_rank,model_params,nicki,5
429798c23a19e6,32:33.6,32:34.1,5,tears,model_rank,model_params,kapur,4
43b306d213225c,32:36.2,32:37.0,5,tears,model_rank,model_params,byway,6
4433e6b914b3b2,32:39.0,32:39.4,5,tears,model_rank,model_params,horta,4
4579fe8f032938,32:41.5,32:41.9,5,tears,model_rank,model_params,tulle,5
464d77c233cd2f,32:43.9,32:44.3,5,tears,model_rank,model_params,gores,9
47ed1d86ed8f3a,32:46.4,32:46.9,5,tears,model_rank,model_params,mohit,3
489ceb5dc00463,32:48.9,32:49.7,5,tears,model_rank,model_params,bacha,5
4906c7735d05a7,32:51.8,32:52.4,5,tears,model_rank,model_params,ibuki,5
50f63e48a98424,32:54.6,32:55.3,5,tears,model_rank,model_params,iliac,4
51db14ede07213,32:57.4,32:57.9,5,tears,model_rank,model_params,kneel,5
52968e4484afaf,33:00.1,33:00.6,5,tears,model_rank,model_params,booms,5
534dbe0d78b97a,33:02.7,33:03.4,5,tears,model_rank,model_params,whiff,4
5457f984283e3a,33:05.4,33:05.8,5,tears,model_rank,model_params,ipsec,3
556ac080559adb,33:07.9,33:08.7,5,tears,model_rank,model_params,noida,5
56c5bb8180333d,33:10.7,33:11.1,5,tears,model_rank,model_params,thome,5
5780d1c7baf2d8,33:13.3,33:13.7,5,tears,model_rank,model_params,otten,5
583e3323f23fcf,33:15.8,33:16.3,5,tears,model_rank,model_params,ofhis,4
59a9afa9210408,33:18.4,33:19.2,5,tears,model_rank,model_params,vijay,5
603aa2198f311f,33:21.3,33:21.6,5,tears,model_rank,model_params,tomes,3
61f2856d202978,33:23.7,33:24.0,5,tears,model_rank,model_params,motor,3
6279f4bbeb9217,33:26.1,33:26.4,5,tears,model_rank,model_params,stroh,5
63c40b7c908891,33:28.5,33:28.9,5,tears,model_rank,model_params,essex,5
64eaf6e173434a,33:31.0,33:31.4,5,tears,model_rank,model_params,locos,6
65d1fa633adcba,33:33.5,33:33.8,5,tears,model_rank,model_params,sarri,5
66213ca6bf791a,33:35.9,33:36.7,5,tears,model_rank,model_params,duddy,9
6746dda539934c,33:38.8,33:39.3,5,tears,model_rank,model_params,force,4
6869614c017ddf,33:41.4,33:42.2,5,tears,model_rank,model_params,dafuq,5
6914ac06ed6a9b,33:44.3,33:44.9,5,tears,model_rank,model_params,elfin,6
706192ccb65924,33:47.0,33:47.4,5,tears,model_rank,model_params,quirk,3
713c136566598a,33:49.5,33:49.8,5,tears,model_rank,model_params,pesos,4
727e438a3f3185,33:51.9,33:52.5,5,tears,model_rank,model_params,bluey,5
73647461f84a17,33:54.5,33:55.0,5,tears,model_rank,model_params,gored,6
74c4ec66dd027a,33:57.0,33:57.8,5,tears,model_rank,model_params,nazca,6
758630ae343aaf,34:00.0,34:00.4,5,tears,model_rank,model_params,swire,5
760a71d5233b0b,34:02.8,34:03.2,5,tears,model_rank,model_params,liter,4
77db3e670b0f87,34:07.3,34:08.0,5,tears,model_rank,model_params,yummy,7
78717f13e97c49,34:10.6,34:11.0,5,tears,model_rank,model_params,burly,4
7964bc6ec209b1,34:13.7,34:14.3,5,tears,model_rank,model_params,bussy,5
8072a9112f423b,34:16.6,34:17.0,5,tears,model_rank,model_params,goetz,4
8153b2861737d9,34:19.1,34:19.6,5,tears,model_rank,model_params,daisy,4
825410d1092014,34:21.7,34:22.1,5,tears,model_rank,model_params,icahn,4
8311e90f1a9651,34:24.2,34:24.6,5,tears,model_rank,model_params,exons,4
842cf75ea10d64,34:26.7,34:27.1,5,tears,model_rank,model_params,aphis,4
851eab2538de18,34:29.1,34:29.8,5,tears,model_rank,model_params,buddy,3
86d6e1891a39e2,34:31.9,34:32.4,5,tears,model_rank,model_params,sonam,5
874d921b2f9bba,34:34.4,34:34.9,5,tears,model_rank,model_params,moocs,7
88b6740c1ab595,34:37.0,34:37.4,5,tears,model_rank,model_params,pedro,4
89fe45f79f0dcf,34:39.5,34:40.0,5,tears,model_rank,model_params,masih,4
90b9ff54637652,34:42.3,34:42.7,5,tears,model_rank,model_params,lisle,4
91f44232cb2edf,34:44.8,34:45.3,5,tears,model_rank,model_params,latch,8
92f3c3e68b1376,34:47.3,34:47.7,5,tears,model_rank,model_params,likes,5
93c91517155b50,34:49.8,34:50.2,5,tears,model_rank,model_params,merah,4
94b707c06dcec2,34:52.3,34:52.7,5,tears,model_rank,model_params,scene,3
95b5af0f1469de,34:54.7,34:55.2,5,tears,model_rank,model_params,ficus,4
96a7ff267b3a7b,34:57.2,34:57.7,5,tears,model_rank,model_params,birch,4
972e7c7c63afb0,34:59.9,35:00.3,5,tears,model_rank,model_params,slash,5
98eb84960309c2,35:02.5,35:03.0,5,tears,model_rank,model_params,polis,5
99e6b03a78158d,35:05.1,35:05.5,5,tears,model_rank,model_params,bayer,6
05606697de44c,35:07.7,35:08.2,5,stare,model_rank,model_params,ellis,5
124d04a8b0252,35:10.4,35:11.0,5,stare,model_rank,model_params,javed,8
2fc279b3e04be,35:13.0,35:13.5,5,stare,model_rank,model_params,busan,4
3ffe800ba5886,35:15.5,35:15.9,5,stare,model_rank,model_params,eared,3
4201fc1225ed3,35:18.0,35:18.4,5,stare,model_rank,model_params,tejas,4
5b9876fd0c7d1,35:20.4,35:20.8,5,stare,model_rank,model_params,plath,5
6ef1afc94628c,35:22.9,35:23.3,5,stare,model_rank,model_params,safra,6
72d890ab7ae6f,35:25.3,35:25.8,5,stare,model_rank,model_params,basis,4
895da5bcab3c5,35:27.8,35:28.3,5,stare,model_rank,model_params,funes,6
97da401868769,35:30.4,35:30.8,5,stare,model_rank,model_params,capra,4
10c9df51775231,35:32.9,35:33.5,5,stare,model_rank,model_params,ranch,5
112b2cfb8e5d37,35:35.5,35:36.1,5,stare,model_rank,model_params,kiddy,4
1299ea006df528,35:38.2,35:38.6,5,stare,model_rank,model_params,grimy,5
13369fe3a1d4d7,35:40.6,35:41.0,5,stare,model_rank,model_params,accts,4
1440fe43572062,35:43.1,35:43.7,5,stare,model_rank,model_params,delph,6
